x,y,z,Primary_SGDID
108.643,85.602,21.848,
,,,
108.643,85.602,21.848,
108.643,85.839,22.218,
,,,
108.643,85.839,22.218,S000000023
108.628,86.072,22.597,S000000023
,,,S000000023
108.628,86.072,22.597,
108.597,86.302,22.985,
,,,
108.597,86.302,22.985,
108.562,86.523,23.355,
,,,
108.562,86.523,23.355,
108.533,86.727,23.685,
,,,
108.533,86.727,23.685,
108.511,86.915,23.973,
,,,
108.511,86.915,23.973,
108.496,87.087,24.22,
,,,
108.496,87.087,24.22,
108.486,87.243,24.425,
,,,
108.486,87.243,24.425,
108.484,87.383,24.589,
,,,
108.484,87.383,24.589,
108.487,87.506,24.712,
,,,
108.487,87.506,24.712,
108.497,87.613,24.793,
,,,
108.497,87.613,24.793,
108.514,87.704,24.833,
,,,
108.514,87.704,24.833,
108.537,87.779,24.832,
,,,
108.537,87.779,24.832,
108.567,87.838,24.789,
,,,
108.567,87.838,24.789,
108.603,87.88,24.705,
,,,
108.603,87.88,24.705,
108.646,87.906,24.58,
,,,
108.646,87.906,24.58,
108.695,87.916,24.413,
,,,
108.695,87.916,24.413,S000000022
108.75,87.91,24.205,S000000022
,,,S000000022
108.75,87.91,24.205,
108.812,87.888,23.956,
,,,
108.812,87.888,23.956,
108.881,87.849,23.665,
,,,
108.881,87.849,23.665,
108.956,87.794,23.333,
,,,
108.956,87.794,23.333,
109.037,87.723,22.959,
,,,
109.037,87.723,22.959,
109.125,87.636,22.545,
,,,
109.125,87.636,22.545,S000000021
109.216,87.552,22.114,S000000021
,,,S000000021
109.216,87.552,22.114,
109.308,87.492,21.693,
,,,
109.308,87.492,21.693,
109.399,87.455,21.281,
,,,
109.399,87.455,21.281,
109.491,87.441,20.879,
,,,
109.491,87.441,20.879,S000000020
109.583,87.45,20.486,S000000020
,,,S000000020
109.583,87.45,20.486,
109.676,87.483,20.103,
,,,
109.676,87.483,20.103,
109.768,87.54,19.729,
,,,
109.768,87.54,19.729,
109.861,87.619,19.365,
,,,
109.861,87.619,19.365,
109.954,87.722,19.011,
,,,
109.954,87.722,19.011,
110.047,87.848,18.665,
,,,
110.047,87.848,18.665,S000000019
110.14,87.998,18.33,S000000019
,,,S000000019
110.14,87.998,18.33,
110.234,88.171,18.004,
,,,
110.234,88.171,18.004,S000028729
110.328,88.367,17.687,S000028729
,,,S000028729
110.328,88.367,17.687,S000000018
110.422,88.587,17.38,S000000018
,,,S000000018
110.422,88.587,17.38,S000000017
110.516,88.829,17.082,S000000017
,,,S000000017
110.516,88.829,17.082,
110.611,89.096,16.794,
,,,
110.611,89.096,16.794,
110.705,89.385,16.516,
,,,
110.705,89.385,16.516,
110.8,89.698,16.247,
,,,
110.8,89.698,16.247,
110.895,90.034,15.987,
,,,
110.895,90.034,15.987,
110.991,90.394,15.737,
,,,
110.991,90.394,15.737,
111.083,90.766,15.502,
,,,
111.083,90.766,15.502,
111.169,91.14,15.289,
,,,
111.169,91.14,15.289,S000000016
111.248,91.517,15.098,S000000016
,,,S000000016
111.248,91.517,15.098,
111.322,91.896,14.928,
,,,
111.322,91.896,14.928,S000000015
111.388,92.277,14.779,S000000015
,,,S000000015
111.388,92.277,14.779,
111.449,92.66,14.652,
,,,
111.449,92.66,14.652,
111.503,93.045,14.546,
,,,
111.503,93.045,14.546,
111.551,93.433,14.462,
,,,
111.551,93.433,14.462,
111.592,93.822,14.399,
,,,
111.592,93.822,14.399,
111.628,94.214,14.358,
,,,
111.628,94.214,14.358,
111.656,94.608,14.338,
,,,
111.656,94.608,14.338,
111.679,95.004,14.34,
,,,
111.679,95.004,14.34,S000118319
111.68433333333331,95.137,14.347666666666669,S000118319
,,,S000118319
111.68433333333331,95.137,14.347666666666669,S000028528
111.68966666666668,95.27,14.355333333333332,S000028528
,,,S000028528
111.68966666666668,95.27,14.355333333333332,S000178036
111.695,95.403,14.363,S000178036
,,,S000178036
111.695,95.403,14.363,S000000014
111.705,95.804,14.408,S000000014
,,,S000000014
111.705,95.804,14.408,S000028728
111.708,96.206,14.474,S000028728
,,,S000028728
111.708,96.206,14.474,
111.705,96.611,14.562,
,,,
111.705,96.611,14.562,
111.696,97.019,14.671,
,,,
111.696,97.019,14.671,
111.68,97.428,14.801,
,,,
111.68,97.428,14.801,
111.658,97.839,14.953,
,,,
111.658,97.839,14.953,S000000013
111.63,98.253,15.127,S000000013
,,,S000000013
111.63,98.253,15.127,
111.601,98.664,15.297,
,,,
111.601,98.664,15.297,S000000012
111.589,98.865,15.368,S000000012
,,,S000000012
111.589,98.865,15.368,S000000011
111.577,99.066,15.439,S000000011
,,,S000000011
111.577,99.066,15.439,
111.559,99.459,15.553,
,,,
111.559,99.459,15.553,
111.545,99.844,15.64,
,,,
111.545,99.844,15.64,
111.538,100.221,15.698,
,,,
111.538,100.221,15.698,S000000010
111.535,100.589,15.728,S000000010
,,,S000000010
111.535,100.589,15.728,
111.538,100.948,15.73,
,,,
111.538,100.948,15.73,
111.545,101.299,15.704,
,,,
111.545,101.299,15.704,S000000009
111.559,101.642,15.65,S000000009
,,,S000000009
111.559,101.642,15.65,
111.577,101.976,15.568,
,,,
111.577,101.976,15.568,
111.601,102.301,15.457,
,,,
111.601,102.301,15.457,
111.63,102.618,15.319,
,,,
111.63,102.618,15.319,
111.664,102.927,15.153,
,,,
111.664,102.927,15.153,
111.703,103.227,14.959,
,,,
111.703,103.227,14.959,
111.748,103.518,14.737,
,,,
111.748,103.518,14.737,
111.798,103.801,14.486,
,,,
111.798,103.801,14.486,S000000007
111.8255,103.9385,14.347,S000000007
,,,S000000007
111.8255,103.9385,14.347,S000000008
111.853,104.076,14.208,S000000008
,,,S000000008
111.853,104.076,14.208,
111.914,104.342,13.902,
,,,
111.914,104.342,13.902,S000000006
111.979,104.599,13.567,S000000006
,,,S000000006
111.979,104.599,13.567,
112.05,104.848,13.205,
,,,
112.05,104.848,13.205,
112.123,105.092,12.828,
,,,
112.123,105.092,12.828,S000000005
112.194,105.336,12.45,S000000005
,,,S000000005
112.194,105.336,12.45,S000006680
112.2078,105.3846,12.3744,S000006680
,,,S000006680
112.2078,105.3846,12.3744,S000006786
112.2216,105.4332,12.2988,S000006786
,,,S000006786
112.2216,105.4332,12.2988,S000035967
112.2354,105.4818,12.2232,S000035967
,,,S000035967
112.2354,105.4818,12.2232,S000035969
112.2492,105.5304,12.1476,S000035969
,,,S000035969
112.2492,105.5304,12.1476,S000035968
112.263,105.579,12.072,S000035968
,,,S000035968
112.263,105.579,12.072,
112.331,105.821,11.693,
,,,
112.331,105.821,11.693,
112.396,106.063,11.314,
,,,
112.396,106.063,11.314,S000002136
112.46,106.304,10.934,S000002136
,,,S000002136
112.46,106.304,10.934,S000000004
112.522,106.544,10.553,S000000004
,,,S000000004
112.522,106.544,10.553,
112.583,106.784,10.171,
,,,
112.583,106.784,10.171,S000031943
112.5975,106.84375,10.0755,S000031943
,,,S000031943
112.5975,106.84375,10.0755,S000007500
112.612,106.9035,9.98,S000007500
,,,S000007500
112.612,106.9035,9.98,S000036595
112.6265,106.96325,9.8845,S000036595
,,,S000036595
112.6265,106.96325,9.8845,S000000003
112.641,107.023,9.789,S000000003
,,,S000000003
112.641,107.023,9.789,
112.698,107.261,9.406,
,,,
112.698,107.261,9.406,S000000002
112.753,107.499,9.023,S000000002
,,,S000000002
112.753,107.499,9.023,
112.807,107.736,8.639,
,,,
112.807,107.736,8.639,
112.858,107.973,8.254,
,,,
112.858,107.973,8.254,
112.908,108.208,7.868,
,,,
112.908,108.208,7.868,
112.956,108.444,7.482,
,,,
112.956,108.444,7.482,
113.002,108.678,7.095,
,,,
113.002,108.678,7.095,
113.047,108.912,6.708,
,,,
113.047,108.912,6.708,S000121255
113.089,109.145,6.32,S000121255
,,,S000121255
113.089,109.145,6.32,
113.13,109.377,5.931,
,,,
113.13,109.377,5.931,
113.17,109.609,5.541,
,,,
113.17,109.609,5.541,
113.199,109.832,5.16,
,,,
113.199,109.832,5.16,
113.212,110.037,4.796,
,,,
113.212,110.037,4.796,
113.207,110.226,4.449,
,,,
113.207,110.226,4.449,
113.185,110.397,4.12,
,,,
113.185,110.397,4.12,S000030736
113.1655,110.4735,3.964,S000030736
,,,S000030736
113.1655,110.4735,3.964,S000000001
113.146,110.55,3.808,S000000001
,,,S000000001
113.146,110.55,3.808,S000006463
113.132,110.584,3.734,S000006463
,,,S000006463
113.132,110.584,3.734,S000077257
113.118,110.618,3.66,S000077257
,,,S000077257
113.118,110.618,3.66,S000077258
113.104,110.652,3.586,S000077258
,,,S000077258
113.104,110.652,3.586,S000077259
113.09,110.686,3.512,S000077259
,,,S000077259
113.09,110.686,3.512,
113.016,110.805,3.235,
,,,
113.016,110.805,3.235,S000000063
112.925,110.907,2.974,S000000063
,,,S000000063
112.925,110.907,2.974,
112.817,110.991,2.731,
,,,
112.817,110.991,2.731,
112.692,111.058,2.505,
,,,
112.692,111.058,2.505,
112.549,111.108,2.296,
,,,
112.549,111.108,2.296,
112.39,111.14,2.104,
,,,
112.39,111.14,2.104,
112.213,111.155,1.93,
,,,
112.213,111.155,1.93,
112.019,111.153,1.773,
,,,
112.019,111.153,1.773,
111.807,111.133,1.633,
,,,
111.807,111.133,1.633,S000002129
111.579,111.096,1.511,S000002129
,,,S000002129
111.579,111.096,1.511,S000000064
111.333,111.042,1.405,S000000064
,,,S000000064
111.333,111.042,1.405,
111.07,110.97,1.317,
,,,
111.07,110.97,1.317,
110.79,110.882,1.246,
,,,
110.79,110.882,1.246,
110.492,110.775,1.193,
,,,
110.492,110.775,1.193,
110.189,110.666,1.158,
,,,
110.189,110.666,1.158,
109.89,110.567,1.146,
,,,
109.89,110.567,1.146,
109.596,110.479,1.156,
,,,
109.596,110.479,1.156,
109.307,110.402,1.187,
,,,
109.307,110.402,1.187,
109.023,110.336,1.24,
,,,
109.023,110.336,1.24,S000000065
108.743,110.281,1.315,S000000065
,,,S000000065
108.743,110.281,1.315,S000000066
108.469,110.236,1.412,S000000066
,,,S000000066
108.469,110.236,1.412,
108.199,110.202,1.53,
,,,
108.199,110.202,1.53,
107.934,110.18,1.671,
,,,
107.934,110.18,1.671,S000077372
107.84733333333334,110.17566666666669,1.725,S000077372
,,,S000077372
107.84733333333334,110.17566666666669,1.725,S000121251
107.76066666666668,110.17133333333334,1.779,S000121251
,,,S000121251
107.76066666666668,110.17133333333334,1.779,S000118986
107.674,110.167,1.833,S000118986
,,,S000118986
107.674,110.167,1.833,S000006788
107.419,110.166,2.017,S000006788
,,,S000006788
107.419,110.166,2.017,S000006789
107.169,110.175,2.223,S000006789
,,,S000006789
107.169,110.175,2.223,
106.924,110.196,2.451,
,,,
106.924,110.196,2.451,
106.683,110.227,2.7,
,,,
106.683,110.227,2.7,
106.448,110.269,2.971,
,,,
106.448,110.269,2.971,
106.217,110.321,3.265,
,,,
106.217,110.321,3.265,
105.991,110.385,3.58,
,,,
105.991,110.385,3.58,
105.77,110.459,3.916,
,,,
105.77,110.459,3.916,S000000067
105.554,110.544,4.275,S000000067
,,,S000000067
105.554,110.544,4.275,
105.342,110.64,4.655,
,,,
105.342,110.64,4.655,
105.129,110.74,5.032,
,,,
105.129,110.74,5.032,
104.905,110.837,5.378,
,,,
104.905,110.837,5.378,S000006792
104.8584,110.8558,5.4414,S000006792
,,,S000006792
104.8584,110.8558,5.4414,S000006521
104.8118,110.8746,5.5048,S000006521
,,,S000006521
104.8118,110.8746,5.5048,S000000068
104.7652,110.8934,5.5682,S000000068
,,,S000000068
104.7652,110.8934,5.5682,S000034842
104.7186,110.9122,5.631600000000001,S000034842
,,,S000034842
104.7186,110.9122,5.631600000000001,S000006790
104.672,110.931,5.695,S000006790
,,,S000006790
104.672,110.931,5.695,
104.429,111.022,5.982,
,,,
104.429,111.022,5.982,
104.176,111.11,6.239,
,,,
104.176,111.11,6.239,
103.914,111.195,6.466,
,,,
103.914,111.195,6.466,
103.641,111.277,6.663,
,,,
103.641,111.277,6.663,
103.359,111.356,6.831,
,,,
103.359,111.356,6.831,S000000069
103.068,111.432,6.969,S000000069
,,,S000000069
103.068,111.432,6.969,
102.766,111.505,7.076,
,,,
102.766,111.505,7.076,S000000070
102.455,111.575,7.154,S000000070
,,,S000000070
102.455,111.575,7.154,
102.134,111.642,7.202,
,,,
102.134,111.642,7.202,
101.803,111.706,7.221,
,,,
101.803,111.706,7.221,
101.463,111.767,7.209,
,,,
101.463,111.767,7.209,
101.113,111.826,7.168,
,,,
101.113,111.826,7.168,S000000071
100.753,111.881,7.097,S000000071
,,,S000000071
100.753,111.881,7.097,
100.383,111.933,6.996,
,,,
100.383,111.933,6.996,
100.004,111.982,6.865,
,,,
100.004,111.982,6.865,
99.614,112.029,6.704,
,,,
99.614,112.029,6.704,
99.216,112.072,6.513,
,,,
99.216,112.072,6.513,
98.811,112.115,6.31,
,,,
98.811,112.115,6.31,S000028735
98.405,112.159,6.11,S000028735
,,,S000028735
98.405,112.159,6.11,S000000072
97.998,112.206,5.914,S000000072
,,,S000000072
97.998,112.206,5.914,S000114488
97.59,112.255,5.723,S000114488
,,,S000114488
97.59,112.255,5.723,S000178037
97.181,112.305,5.535,S000178037
,,,S000178037
97.181,112.305,5.535,S000000073
96.77,112.357,5.351,S000000073
,,,S000000073
96.77,112.357,5.351,
96.358,112.412,5.171,
,,,
96.358,112.412,5.171,
95.944,112.468,4.994,
,,,
95.944,112.468,4.994,
95.53,112.526,4.822,
,,,
95.53,112.526,4.822,
95.114,112.586,4.654,
,,,
95.114,112.586,4.654,S000000074
94.697,112.648,4.489,S000000074
,,,S000000074
94.697,112.648,4.489,
