x,y,z,Primary_SGDID
133.409,63.592,62.965,
,,,
133.409,63.592,62.965,
133.782,63.666,62.853,
,,,
133.782,63.666,62.853,
134.151,63.755,62.725,
,,,
134.151,63.755,62.725,
134.517,63.861,62.579,
,,,
134.517,63.861,62.579,
134.88,63.983,62.415,
,,,
134.88,63.983,62.415,
135.241,64.121,62.234,
,,,
135.241,64.121,62.234,S000002445
135.598,64.276,62.035,S000002445
,,,S000002445
135.598,64.276,62.035,
135.952,64.446,61.819,
,,,
135.952,64.446,61.819,
136.308,64.618,61.599,
,,,
136.308,64.618,61.599,
136.667,64.777,61.388,
,,,
136.667,64.777,61.388,
137.032,64.922,61.187,
,,,
137.032,64.922,61.187,
137.401,65.055,60.996,
,,,
137.401,65.055,60.996,S000002446
137.775,65.174,60.814,S000002446
,,,S000002446
137.775,65.174,60.814,
138.153,65.28,60.642,
,,,
138.153,65.28,60.642,
138.536,65.372,60.479,
,,,
138.536,65.372,60.479,
138.924,65.452,60.326,
,,,
138.924,65.452,60.326,
139.316,65.518,60.183,
,,,
139.316,65.518,60.183,
139.713,65.571,60.05,
,,,
139.713,65.571,60.05,S000002447
140.114,65.611,59.926,S000002447
,,,S000002447
140.114,65.611,59.926,
140.521,65.637,59.811,
,,,
140.521,65.637,59.811,
140.932,65.651,59.707,
,,,
140.932,65.651,59.707,S000002448
141.347,65.651,59.611,S000002448
,,,S000002448
141.347,65.651,59.611,
141.767,65.638,59.526,
,,,
141.767,65.638,59.526,S000002449
142.192,65.611,59.45,S000002449
,,,S000002449
142.192,65.611,59.45,S000030649
142.4065,65.5915,59.417,S000030649
,,,S000030649
142.4065,65.5915,59.417,S000006507
142.621,65.572,59.384,S000006507
,,,S000006507
142.621,65.572,59.384,
143.055,65.519,59.327,
,,,
143.055,65.519,59.327,S000002450
143.494,65.453,59.28,S000002450
,,,S000002450
143.494,65.453,59.28,
143.937,65.374,59.243,
,,,
143.937,65.374,59.243,
144.382,65.286,59.213,
,,,
144.382,65.286,59.213,
144.825,65.193,59.188,
,,,
144.825,65.193,59.188,
145.267,65.095,59.168,
,,,
145.267,65.095,59.168,S000002451
145.706,64.992,59.153,S000002451
,,,S000002451
145.706,64.992,59.153,
146.144,64.885,59.144,
,,,
146.144,64.885,59.144,
146.58,64.773,59.14,
,,,
146.58,64.773,59.14,S000002452
147.015,64.656,59.14,S000002452
,,,S000002452
147.015,64.656,59.14,
147.448,64.534,59.146,
,,,
147.448,64.534,59.146,
147.879,64.408,59.157,
,,,
147.879,64.408,59.157,
148.308,64.277,59.174,
,,,
148.308,64.277,59.174,S000002453
148.736,64.141,59.195,S000002453
,,,S000002453
148.736,64.141,59.195,
149.162,64.0,59.221,
,,,
149.162,64.0,59.221,S000002454
149.586,63.855,59.253,S000002454
,,,S000002454
149.586,63.855,59.253,
150.008,63.704,59.29,
,,,
150.008,63.704,59.29,S000002456
150.2185,63.6265,59.311,S000002456
,,,S000002456
150.2185,63.6265,59.311,S000002455
150.429,63.549,59.332,S000002455
,,,S000002455
150.429,63.549,59.332,
150.848,63.389,59.378,
,,,
150.848,63.389,59.378,
151.266,63.225,59.431,
,,,
151.266,63.225,59.431,S000118435
151.681,63.055,59.488,S000118435
,,,S000118435
151.681,63.055,59.488,
152.095,62.881,59.55,
,,,
152.095,62.881,59.55,S000002457
152.508,62.702,59.618,S000002457
,,,S000002457
152.508,62.702,59.618,
152.914,62.517,59.692,
,,,
152.914,62.517,59.692,S000002458
153.309,62.324,59.774,S000002458
,,,S000002458
153.309,62.324,59.774,
153.693,62.123,59.864,
,,,
153.693,62.123,59.864,
154.067,61.914,59.962,
,,,
154.067,61.914,59.962,
154.43,61.697,60.068,
,,,
154.43,61.697,60.068,S000002460
154.60649999999998,61.584500000000006,60.125,S000002460
,,,S000002460
154.60649999999998,61.584500000000006,60.125,S000002459
154.783,61.472,60.182,S000002459
,,,S000002459
154.783,61.472,60.182,
155.124,61.239,60.304,
,,,
155.124,61.239,60.304,
155.455,60.998,60.434,
,,,
155.455,60.998,60.434,S000002461
155.775,60.75,60.572,S000002461
,,,S000002461
155.775,60.75,60.572,
156.085,60.493,60.719,
,,,
156.085,60.493,60.719,S000002462
156.383,60.229,60.873,S000002462
,,,S000002462
156.383,60.229,60.873,
156.671,59.956,61.035,
,,,
156.671,59.956,61.035,
156.949,59.676,61.205,
,,,
156.949,59.676,61.205,S000002463
157.215,59.388,61.383,S000002463
,,,S000002463
157.215,59.388,61.383,S000002464
157.471,59.092,61.569,S000002464
,,,S000002464
157.471,59.092,61.569,
157.716,58.787,61.763,
,,,
157.716,58.787,61.763,
157.95,58.475,61.965,
,,,
157.95,58.475,61.965,S000118436
158.0615,58.3155,62.07,S000118436
,,,S000118436
158.0615,58.3155,62.07,S000178069
158.173,58.156,62.175,S000178069
,,,S000178069
158.173,58.156,62.175,S000002465
158.386,57.828,62.393,S000002465
,,,S000002465
158.386,57.828,62.393,S000006709
158.4365,57.744,62.4495,S000006709
,,,S000006709
158.4365,57.744,62.4495,S000037839
158.487,57.66,62.506,S000037839
,,,S000037839
158.487,57.66,62.506,S000037680
158.5375,57.576,62.5625,S000037680
,,,S000037680
158.5375,57.576,62.5625,S000006531
158.588,57.492,62.619,S000006531
,,,S000006531
158.588,57.492,62.619,S000002466
158.684,57.3215,62.7345,S000002466
,,,S000002466
158.684,57.3215,62.7345,S000031455
158.78,57.151,62.85,S000031455
,,,S000031455
158.78,57.151,62.85,S000002467
158.963,56.808,63.081,S000002467
,,,S000002467
158.963,56.808,63.081,
159.136,56.463,63.313,
,,,
159.136,56.463,63.313,
159.301,56.116,63.546,
,,,
159.301,56.116,63.546,
159.456,55.766,63.779,
,,,
159.456,55.766,63.779,
159.601,55.415,64.014,
,,,
159.601,55.415,64.014,
159.737,55.061,64.249,
,,,
159.737,55.061,64.249,S000002468
159.864,54.705,64.485,S000002468
,,,S000002468
159.864,54.705,64.485,
159.982,54.347,64.721,
,,,
159.982,54.347,64.721,
160.091,53.987,64.959,
,,,
160.091,53.987,64.959,
160.19,53.625,65.197,
,,,
160.19,53.625,65.197,S000002469
160.279,53.26,65.436,S000002469
,,,S000002469
160.279,53.26,65.436,
160.36,52.894,65.676,
,,,
160.36,52.894,65.676,
160.431,52.525,65.917,
,,,
160.431,52.525,65.917,S000002470
160.493,52.154,66.158,S000002470
,,,S000002470
160.493,52.154,66.158,S000002471
160.5195,51.9675,66.2795,S000002471
,,,S000002471
160.5195,51.9675,66.2795,S000032958
160.546,51.781,66.401,S000032958
,,,S000032958
160.546,51.781,66.401,
160.589,51.406,66.644,
,,,
160.589,51.406,66.644,S000002472
160.623,51.028,66.888,S000002472
,,,S000002472
160.623,51.028,66.888,
160.648,50.649,67.132,
,,,
160.648,50.649,67.132,
160.664,50.267,67.378,
,,,
160.664,50.267,67.378,S000002473
160.669,49.884,67.62,S000002473
,,,S000002473
160.669,49.884,67.62,S000002474
160.663,49.502,67.857,S000002474
,,,S000002474
160.663,49.502,67.857,S000002475
160.646,49.119,68.087,S000002475
,,,S000002475
160.646,49.119,68.087,
160.618,48.735,68.31,
,,,
160.618,48.735,68.31,
160.579,48.352,68.528,
,,,
160.579,48.352,68.528,
160.529,47.969,68.739,
,,,
160.529,47.969,68.739,
160.467,47.586,68.944,
,,,
160.467,47.586,68.944,
160.395,47.202,69.143,
,,,
160.395,47.202,69.143,S000002476
160.311,46.819,69.335,S000002476
,,,S000002476
160.311,46.819,69.335,S000002477
160.217,46.435,69.521,S000002477
,,,S000002477
160.217,46.435,69.521,
160.111,46.051,69.7,
,,,
160.111,46.051,69.7,S000002478
159.994,45.668,69.874,S000002478
,,,S000002478
159.994,45.668,69.874,
159.866,45.284,70.041,
,,,
159.866,45.284,70.041,
159.726,44.9,70.202,
,,,
159.726,44.9,70.202,S000002479
159.576,44.516,70.356,S000002479
,,,S000002479
159.576,44.516,70.356,
159.415,44.131,70.504,
,,,
159.415,44.131,70.504,S000002480
159.242,43.747,70.646,S000002480
,,,S000002480
159.242,43.747,70.646,
159.058,43.363,70.782,
,,,
159.058,43.363,70.782,S000002481
158.863,42.978,70.911,S000002481
,,,S000002481
158.863,42.978,70.911,
158.658,42.594,71.034,
,,,
158.658,42.594,71.034,
158.449,42.211,71.145,
,,,
158.449,42.211,71.145,
158.248,41.831,71.237,
,,,
158.248,41.831,71.237,
158.053,41.455,71.312,
,,,
158.053,41.455,71.312,S000002482
157.865,41.082,71.368,S000002482
,,,S000002482
157.865,41.082,71.368,
157.684,40.712,71.406,
,,,
157.684,40.712,71.406,S000002483
157.509,40.346,71.425,S000002483
,,,S000002483
157.509,40.346,71.425,
157.341,39.983,71.427,
,,,
157.341,39.983,71.427,
157.18,39.624,71.41,
,,,
157.18,39.624,71.41,
157.025,39.268,71.375,
,,,
157.025,39.268,71.375,
156.877,38.915,71.322,
,,,
156.877,38.915,71.322,S000002484
156.736,38.566,71.251,S000002484
,,,S000002484
156.736,38.566,71.251,
156.602,38.22,71.161,
,,,
156.602,38.22,71.161,
156.474,37.877,71.054,
,,,
156.474,37.877,71.054,S000002485
156.353,37.538,70.928,S000002485
,,,S000002485
156.353,37.538,70.928,S000002486
156.238,37.202,70.784,S000002486
,,,S000002486
156.238,37.202,70.784,S000007603
156.131,36.869,70.621,S000007603
,,,S000007603
156.131,36.869,70.621,S000002487
156.03,36.54,70.441,S000002487
,,,S000002487
156.03,36.54,70.441,
155.935,36.214,70.242,
,,,
155.935,36.214,70.242,
155.848,35.891,70.025,
,,,
155.848,35.891,70.025,
155.767,35.572,69.79,
,,,
155.767,35.572,69.79,
155.68,35.262,69.555,
,,,
155.68,35.262,69.555,
155.576,34.965,69.338,
,,,
155.576,34.965,69.338,
155.453,34.682,69.14,
,,,
155.453,34.682,69.14,
155.313,34.413,68.959,
,,,
155.313,34.413,68.959,
155.154,34.158,68.798,
,,,
155.154,34.158,68.798,
154.978,33.917,68.654,
,,,
154.978,33.917,68.654,
154.784,33.689,68.528,
,,,
154.784,33.689,68.528,S000002488
154.572,33.476,68.421,S000002488
,,,S000002488
154.572,33.476,68.421,S000002489
154.341,33.276,68.333,S000002489
,,,S000002489
154.341,33.276,68.333,
154.093,33.09,68.262,
,,,
154.093,33.09,68.262,
153.827,32.919,68.21,
,,,
153.827,32.919,68.21,S000002490
153.543,32.761,68.176,S000002490
,,,S000002490
153.543,32.761,68.176,
153.241,32.616,68.16,
,,,
153.241,32.616,68.16,
152.921,32.486,68.163,
,,,
152.921,32.486,68.163,
152.583,32.37,68.184,
,,,
152.583,32.37,68.184,S000002491
152.227,32.267,68.223,S000002491
,,,S000002491
152.227,32.267,68.223,
151.854,32.178,68.28,
,,,
151.854,32.178,68.28,
151.462,32.104,68.356,
,,,
151.462,32.104,68.356,
151.052,32.043,68.45,
,,,
151.052,32.043,68.45,S000002492
150.624,31.996,68.562,S000002492
,,,S000002492
150.624,31.996,68.562,
150.189,31.96,68.685,
,,,
150.189,31.96,68.685,S000002493
149.755,31.935,68.81,S000002493
,,,S000002493
149.755,31.935,68.81,S000002494
149.324,31.918,68.936,S000002494
,,,S000002494
149.324,31.918,68.936,
148.894,31.912,69.065,
,,,
148.894,31.912,69.065,S000002495
148.466,31.915,69.196,S000002495
,,,S000002495
148.466,31.915,69.196,S000006700
148.2535,31.921,69.26249999999999,S000006700
,,,S000006700
148.2535,31.921,69.26249999999999,S000030369
148.041,31.927,69.329,S000030369
,,,S000030369
148.041,31.927,69.329,
147.617,31.949,69.464,
,,,
147.617,31.949,69.464,
147.195,31.981,69.602,
,,,
147.195,31.981,69.602,S000002496
146.776,32.022,69.741,S000002496
,,,S000002496
146.776,32.022,69.741,
146.358,32.073,69.883,
,,,
146.358,32.073,69.883,
145.942,32.133,70.027,
,,,
145.942,32.133,70.027,
145.529,32.203,70.172,
,,,
145.529,32.203,70.172,
145.117,32.282,70.32,
,,,
145.117,32.282,70.32,
144.707,32.371,70.47,
,,,
144.707,32.371,70.47,S000002497
144.3,32.47,70.623,S000002497
,,,S000002497
144.3,32.47,70.623,
143.894,32.578,70.777,
,,,
143.894,32.578,70.777,
143.49,32.696,70.933,
,,,
143.49,32.696,70.933,
143.089,32.823,71.092,
,,,
143.089,32.823,71.092,S000002498
142.689,32.96,71.253,S000002498
,,,S000002498
142.689,32.96,71.253,S000130174
142.292,33.106,71.415,S000130174
,,,S000130174
142.292,33.106,71.415,S000002499
141.898,33.256,71.584,S000002499
,,,S000002499
141.898,33.256,71.584,S000035562
141.509,33.402,71.76,S000035562
,,,S000035562
141.509,33.402,71.76,
141.125,33.546,71.946,
,,,
141.125,33.546,71.946,S000002500
140.747,33.686,72.14,S000002500
,,,S000002500
140.747,33.686,72.14,
140.374,33.823,72.344,
,,,
140.374,33.823,72.344,
140.007,33.957,72.555,
,,,
140.007,33.957,72.555,
139.644,34.088,72.776,
,,,
139.644,34.088,72.776,
139.287,34.216,73.005,
,,,
139.287,34.216,73.005,
138.936,34.341,73.243,
,,,
138.936,34.341,73.243,
138.589,34.462,73.49,
,,,
138.589,34.462,73.49,S000002501
138.248,34.58,73.745,S000002501
,,,S000002501
138.248,34.58,73.745,S000002502
137.912,34.696,74.009,S000002502
,,,S000002502
137.912,34.696,74.009,S000002503
137.581,34.808,74.282,S000002503
,,,S000002503
137.581,34.808,74.282,
137.256,34.917,74.564,
,,,
137.256,34.917,74.564,
136.936,35.023,74.854,
,,,
136.936,35.023,74.854,
136.621,35.126,75.153,
,,,
136.621,35.126,75.153,S000118437
136.311,35.225,75.461,S000118437
,,,S000118437
136.311,35.225,75.461,S000178070
136.007,35.322,75.777,S000178070
,,,S000178070
136.007,35.322,75.777,
135.708,35.415,76.102,
,,,
135.708,35.415,76.102,
135.414,35.505,76.436,
,,,
135.414,35.505,76.436,
135.123,35.6,76.77,
,,,
135.123,35.6,76.77,
134.833,35.707,77.093,
,,,
134.833,35.707,77.093,S000002504
134.543,35.826,77.406,S000002504
,,,S000002504
134.543,35.826,77.406,
134.253,35.957,77.708,
,,,
134.253,35.957,77.708,S000002505
133.964,36.1,78.001,S000002505
,,,S000002505
133.964,36.1,78.001,S000034810
133.82,36.1775,78.14250000000001,S000034810
,,,S000034810
133.82,36.1775,78.14250000000001,S000006694
133.676,36.255,78.284,S000006694
,,,S000006694
133.676,36.255,78.284,S000006850
133.387,36.422,78.556,S000006850
,,,S000006850
133.387,36.422,78.556,
133.1,36.601,78.818,
,,,
133.1,36.601,78.818,
132.812,36.792,79.071,
,,,
132.812,36.792,79.071,
132.525,36.996,79.313,
,,,
132.525,36.996,79.313,
132.239,37.211,79.544,
,,,
132.239,37.211,79.544,
131.953,37.439,79.766,
,,,
131.953,37.439,79.766,S000032258
131.667,37.678,79.978,S000032258
,,,S000032258
131.667,37.678,79.978,
131.382,37.93,80.179,
,,,
131.382,37.93,80.179,S000007390
131.23950000000002,38.0615,80.275,S000007390
,,,S000007390
131.23950000000002,38.0615,80.275,S000007391
131.097,38.193,80.371,S000007391
,,,S000007391
131.097,38.193,80.371,S000006859
131.00233333333333,38.285,80.43133333333333,S000006859
,,,S000006859
131.00233333333333,38.285,80.43133333333333,S000006855
130.90766666666667,38.377,80.49166666666667,S000006855
,,,S000006855
130.90766666666667,38.377,80.49166666666667,S000006851
130.813,38.469,80.552,S000006851
,,,S000006851
130.813,38.469,80.552,S000006852
130.529,38.757,80.723,S000006852
,,,S000006852
130.529,38.757,80.723,S000122095
130.246,39.057,80.884,S000122095
,,,S000122095
130.246,39.057,80.884,S000002506
129.963,39.369,81.035,S000002506
,,,S000002506
129.963,39.369,81.035,
129.68,39.693,81.176,
,,,
129.68,39.693,81.176,S000002507
129.413,40.009,81.302,S000002507
,,,S000002507
129.413,40.009,81.302,
129.175,40.297,81.409,
,,,
129.175,40.297,81.409,
128.966,40.557,81.498,
,,,
128.966,40.557,81.498,
128.788,40.789,81.567,
,,,
128.788,40.789,81.567,
128.638,40.994,81.618,
,,,
128.638,40.994,81.618,
128.519,41.17,81.649,
,,,
128.519,41.17,81.649,
128.429,41.319,81.662,
,,,
128.429,41.319,81.662,S000002508
128.369,41.439,81.656,S000002508
,,,S000002508
128.369,41.439,81.656,
128.338,41.532,81.631,
,,,
128.338,41.532,81.631,
128.337,41.597,81.587,
,,,
128.337,41.597,81.587,S000002509
128.366,41.633,81.524,S000002509
,,,S000002509
128.366,41.633,81.524,
128.424,41.642,81.442,
,,,
128.424,41.642,81.442,
128.512,41.623,81.341,
,,,
128.512,41.623,81.341,S000002510
128.629,41.576,81.222,S000002510
,,,S000002510
128.629,41.576,81.222,
128.776,41.501,81.083,
,,,
128.776,41.501,81.083,
128.952,41.399,80.926,
,,,
128.952,41.399,80.926,
129.159,41.268,80.749,
,,,
129.159,41.268,80.749,
129.394,41.109,80.554,
,,,
129.394,41.109,80.554,
129.66,40.923,80.34,
,,,
129.66,40.923,80.34,
129.955,40.708,80.107,
,,,
129.955,40.708,80.107,
130.263,40.477,79.866,
,,,
130.263,40.477,79.866,
130.569,40.241,79.627,
,,,
130.569,40.241,79.627,
130.871,40.0,79.392,
,,,
130.871,40.0,79.392,
131.17,39.753,79.159,
,,,
131.17,39.753,79.159,
131.466,39.501,78.93,
,,,
131.466,39.501,78.93,S000002511
131.76,39.244,78.703,S000002511
,,,S000002511
131.76,39.244,78.703,
132.05,38.982,78.479,
,,,
132.05,38.982,78.479,
132.337,38.714,78.258,
,,,
132.337,38.714,78.258,S000002512
132.47899999999998,38.578,78.1485,S000002512
,,,S000002512
132.47899999999998,38.578,78.1485,S000002513
132.621,38.442,78.039,S000002513
,,,S000002513
132.621,38.442,78.039,
132.902,38.164,77.824,
,,,
132.902,38.164,77.824,S000030399
132.99466666666666,38.06966666666667,77.753,S000030399
,,,S000030399
132.99466666666666,38.06966666666667,77.753,S000006856
133.08733333333333,37.97533333333333,77.682,S000006856
,,,S000006856
133.08733333333333,37.97533333333333,77.682,S000006601
133.18,37.881,77.611,S000006601
,,,S000006601
133.18,37.881,77.611,S000006864
133.455,37.593,77.402,S000006864
,,,S000006864
133.455,37.593,77.402,
133.727,37.299,77.195,
,,,
133.727,37.299,77.195,
133.996,37.001,76.991,
,,,
133.996,37.001,76.991,
134.262,36.697,76.79,
,,,
134.262,36.697,76.79,S000002515
134.39350000000002,36.5425,76.6905,S000002515
,,,S000002515
134.39350000000002,36.5425,76.6905,S000002514
134.525,36.388,76.591,S000002514
,,,S000002514
134.525,36.388,76.591,
134.785,36.074,76.396,
,,,
134.785,36.074,76.396,
135.042,35.755,76.203,
,,,
135.042,35.755,76.203,
135.296,35.43,76.014,
,,,
135.296,35.43,76.014,
135.547,35.1,75.827,
,,,
135.547,35.1,75.827,
135.785,34.768,75.651,
,,,
135.785,34.768,75.651,
135.999,34.438,75.494,
,,,
135.999,34.438,75.494,S000002516
136.189,34.108,75.355,S000002516
,,,S000002516
136.189,34.108,75.355,S000002517
136.355,33.78,75.235,S000002517
,,,S000002517
136.355,33.78,75.235,
136.498,33.453,75.134,
,,,
136.498,33.453,75.134,
136.618,33.127,75.052,
,,,
136.618,33.127,75.052,
136.714,32.802,74.988,
,,,
136.714,32.802,74.988,
136.786,32.479,74.943,
,,,
136.786,32.479,74.943,
136.834,32.156,74.917,
,,,
136.834,32.156,74.917,
136.859,31.835,74.91,
,,,
136.859,31.835,74.91,S000002518
136.85950000000005,31.675,74.91550000000001,S000002518
,,,S000002518
136.85950000000005,31.675,74.91550000000001,S000002519
136.86,31.515,74.921,S000002519
,,,S000002519
136.86,31.515,74.921,
136.838,31.196,74.952,
,,,
136.838,31.196,74.952,
136.792,30.878,75.001,
,,,
136.792,30.878,75.001,
136.722,30.562,75.068,
,,,
136.722,30.562,75.068,S000002520
136.629,30.246,75.155,S000002520
,,,S000002520
136.629,30.246,75.155,S000002522
136.57049999999998,30.089,75.20750000000001,S000002522
,,,S000002522
136.57049999999998,30.089,75.20750000000001,S000002521
136.512,29.932,75.26,S000002521
,,,S000002521
136.512,29.932,75.26,
136.372,29.619,75.384,
,,,
136.372,29.619,75.384,
136.208,29.307,75.526,
,,,
136.208,29.307,75.526,S000002523
136.02,28.996,75.688,S000002523
,,,S000002523
136.02,28.996,75.688,
135.808,28.687,75.868,
,,,
135.808,28.687,75.868,
135.598,28.377,76.05,
,,,
135.598,28.377,76.05,S000002524
135.414,28.066,76.218,S000002524
,,,S000002524
135.414,28.066,76.218,S000002525
135.255,27.755,76.371,S000002525
,,,S000002525
135.255,27.755,76.371,
135.123,27.442,76.51,
,,,
135.123,27.442,76.51,
135.016,27.128,76.635,
,,,
135.016,27.128,76.635,S000028820
134.936,26.812,76.745,S000028820
,,,S000028820
134.936,26.812,76.745,S000002526
134.881,26.496,76.84,S000002526
,,,S000002526
134.881,26.496,76.84,
134.852,26.179,76.921,
,,,
134.852,26.179,76.921,
134.849,25.86,76.988,
,,,
134.849,25.86,76.988,
134.872,25.54,77.04,
,,,
134.872,25.54,77.04,
134.921,25.219,77.078,
,,,
134.921,25.219,77.078,
134.996,24.897,77.101,
,,,
134.996,24.897,77.101,S000113555
135.097,24.574,77.11,S000113555
,,,S000113555
135.097,24.574,77.11,
135.224,24.25,77.105,
,,,
135.224,24.25,77.105,
135.376,23.925,77.085,
,,,
135.376,23.925,77.085,
135.555,23.598,77.05,
,,,
135.555,23.598,77.05,
135.76,23.271,77.001,
,,,
135.76,23.271,77.001,S000002527
135.875,23.1065,76.96950000000001,S000002527
,,,S000002527
135.875,23.1065,76.96950000000001,S000002528
135.99,22.942,76.938,S000002528
,,,S000002528
135.99,22.942,76.938,
136.246,22.612,76.86,
,,,
136.246,22.612,76.86,S000002529
136.529,22.281,76.767,S000002529
,,,S000002529
136.529,22.281,76.767,
136.814,21.964,76.68,
,,,
136.814,21.964,76.68,
137.079,21.674,76.616,
,,,
137.079,21.674,76.616,
137.325,21.413,76.576,
,,,
137.325,21.413,76.576,
137.55,21.18,76.56,
,,,
137.55,21.18,76.56,
137.756,20.975,76.568,
,,,
137.756,20.975,76.568,
137.941,20.797,76.6,
,,,
137.941,20.797,76.6,
138.106,20.648,76.656,
,,,
138.106,20.648,76.656,
138.252,20.527,76.736,
,,,
138.252,20.527,76.736,
138.377,20.435,76.839,
,,,
138.377,20.435,76.839,
138.483,20.37,76.967,
,,,
138.483,20.37,76.967,
138.569,20.333,77.118,
,,,
138.569,20.333,77.118,S000002530
138.634,20.324,77.294,S000002530
,,,S000002530
138.634,20.324,77.294,
138.68,20.344,77.493,
,,,
138.68,20.344,77.493,
138.705,20.391,77.716,
,,,
138.705,20.391,77.716,S000002531
138.711,20.467,77.963,S000002531
,,,S000002531
138.711,20.467,77.963,
138.697,20.57,78.234,
,,,
138.697,20.57,78.234,
138.663,20.702,78.529,
,,,
138.663,20.702,78.529,
138.608,20.862,78.848,
,,,
138.608,20.862,78.848,
138.534,21.05,79.19,
,,,
138.534,21.05,79.19,S000114834
138.50266666666667,21.122,79.31233333333333,S000114834
,,,S000114834
138.50266666666667,21.122,79.31233333333333,S000002532
138.47133333333332,21.194,79.43466666666667,S000002532
,,,S000002532
138.47133333333332,21.194,79.43466666666667,S000178071
138.44,21.266,79.557,S000178071
,,,S000178071
138.44,21.266,79.557,S000002533
138.349,21.492,79.93,S000002533
,,,S000002533
138.349,21.492,79.93,
138.283,21.712,80.292,
,,,
138.283,21.712,80.292,S000002534
138.244,21.926,80.643,S000002534
,,,S000002534
138.244,21.926,80.643,
138.231,22.133,80.984,
,,,
138.231,22.133,80.984,
138.243,22.333,81.313,
,,,
138.243,22.333,81.313,
138.282,22.526,81.631,
,,,
138.282,22.526,81.631,
138.346,22.713,81.939,
,,,
138.346,22.713,81.939,
138.437,22.893,82.235,
,,,
138.437,22.893,82.235,
138.553,23.066,82.521,
,,,
138.553,23.066,82.521,
138.695,23.233,82.796,
,,,
138.695,23.233,82.796,
138.864,23.393,83.06,
,,,
138.864,23.393,83.06,S000002535
139.058,23.547,83.312,S000002535
,,,S000002535
139.058,23.547,83.312,
139.278,23.693,83.554,
,,,
139.278,23.693,83.554,
139.524,23.834,83.785,
,,,
139.524,23.834,83.785,
139.796,23.967,84.006,
,,,
139.796,23.967,84.006,
140.094,24.094,84.215,
,,,
140.094,24.094,84.215,
140.418,24.214,84.413,
,,,
140.418,24.214,84.413,
140.768,24.328,84.6,
,,,
140.768,24.328,84.6,
141.144,24.435,84.777,
,,,
141.144,24.435,84.777,
141.546,24.535,84.942,
,,,
141.546,24.535,84.942,
141.959,24.628,85.091,
,,,
141.959,24.628,85.091,S000002536
142.1635,24.671,85.154,S000002536
,,,S000002536
142.1635,24.671,85.154,S000030259
142.368,24.714,85.217,S000030259
,,,S000030259
142.368,24.714,85.217,
142.774,24.792,85.32,
,,,
142.774,24.792,85.32,S000002537
143.176,24.863,85.401,S000002537
,,,S000002537
143.176,24.863,85.401,
143.575,24.927,85.459,
,,,
143.575,24.927,85.459,
143.97,24.983,85.494,
,,,
143.97,24.983,85.494,
144.362,25.032,85.506,
,,,
144.362,25.032,85.506,S000002538
144.75,25.073,85.496,S000002538
,,,S000002538
144.75,25.073,85.496,
145.134,25.107,85.463,
,,,
145.134,25.107,85.463,
145.515,25.134,85.408,
,,,
145.515,25.134,85.408,S000002539
145.893,25.153,85.329,S000002539
,,,S000002539
145.893,25.153,85.329,
146.266,25.165,85.228,
,,,
146.266,25.165,85.228,S000002540
146.4515,25.167,85.1665,S000002540
,,,S000002540
146.4515,25.167,85.1665,S000002541
146.637,25.169,85.105,S000002541
,,,S000002541
146.637,25.169,85.105,
147.003,25.166,84.958,
,,,
147.003,25.166,84.958,
147.367,25.156,84.789,
,,,
147.367,25.156,84.789,
147.726,25.138,84.598,
,,,
147.726,25.138,84.598,
148.082,25.113,84.383,
,,,
148.082,25.113,84.383,
148.435,25.08,84.146,
,,,
148.435,25.08,84.146,
148.784,25.04,83.886,
,,,
148.784,25.04,83.886,
149.129,24.992,83.603,
,,,
149.129,24.992,83.603,
149.456,24.947,83.324,
,,,
149.456,24.947,83.324,
149.751,24.915,83.072,
,,,
149.751,24.915,83.072,S000002542
150.012,24.894,82.848,S000002542
,,,S000002542
150.012,24.894,82.848,
150.241,24.886,82.653,
,,,
150.241,24.886,82.653,S000002544
150.339,24.8885,82.569,S000002544
,,,S000002544
150.339,24.8885,82.569,S000002543
150.437,24.891,82.485,S000002543
,,,S000002543
150.437,24.891,82.485,
150.601,24.907,82.346,
,,,
150.601,24.907,82.346,
150.732,24.936,82.235,
,,,
150.732,24.936,82.235,
150.83,24.978,82.152,
,,,
150.83,24.978,82.152,
150.895,25.031,82.097,
,,,
150.895,25.031,82.097,
150.927,25.097,82.07,
,,,
150.927,25.097,82.07,
150.927,25.176,82.071,
,,,
150.927,25.176,82.071,
150.894,25.266,82.1,
,,,
150.894,25.266,82.1,
150.828,25.369,82.158,
,,,
150.828,25.369,82.158,
150.73,25.484,82.243,
,,,
150.73,25.484,82.243,
150.599,25.612,82.357,
,,,
150.599,25.612,82.357,S000002545
150.435,25.752,82.499,S000002545
,,,S000002545
150.435,25.752,82.499,
150.238,25.904,82.669,
,,,
150.238,25.904,82.669,
150.009,26.069,82.867,
,,,
150.009,26.069,82.867,
149.747,26.245,83.093,
,,,
149.747,26.245,83.093,
149.452,26.435,83.347,
,,,
149.452,26.435,83.347,
149.138,26.627,83.613,
,,,
149.138,26.627,83.613,S000002547
149.03166666666667,26.689,83.7,S000002547
,,,S000002547
149.03166666666667,26.689,83.7,S000033099
148.92533333333333,26.751,83.78699999999999,S000033099
,,,S000033099
148.92533333333333,26.751,83.78699999999999,S000002546
148.819,26.813,83.874,S000002546
,,,S000002546
148.819,26.813,83.874,
148.494,26.992,84.13,
,,,
148.494,26.992,84.13,
148.165,27.166,84.381,
,,,
148.165,27.166,84.381,
147.83,27.332,84.627,
